# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	58
#@/user_id	rime_ice
a 	啊	c=2731 d=5.96503 t=58
wo liu le 	我溜了	c=1 d=9.16765e-08 t=58
wo liu liu qiu 	我溜溜球	c=1 d=3.27793e-26 t=58
wo long ge 	我龙哥	c=1 d=3.85915e-64 t=58
wo ma 	我吗	c=1 d=0.00472447 t=58
wo ma 	我妈	c=3 d=0.00311976 t=58
wo ma le 	我麻了	c=1 d=0.0735345 t=58
wo mai le 	我买了	c=1 d=0.00778933 t=58
wo me 	我么	c=1 d=0.0346456 t=58
wo me zhe ge 	我么这个	c=1 d=0.348192 t=58
wo mei 	我没	c=13 d=0.491644 t=58
wo mei ci 	我每次	c=2 d=0.000128446 t=58
wo mei da guo 	我没打过	c=1 d=2.47488e-14 t=58
wo mei ji cuo 	我没记错	c=1 d=4.2858e-33 t=58
wo mei kai 	我没开	c=1 d=0.00941925 t=58
wo mei kan 	我没看	c=1 d=3.09724e-06 t=58
wo mei qu 	我没去	c=3 d=8.8385e-19 t=58
wo mei tian 	我没填	c=1 d=1.5272e-11 t=58
wo mei wang 	我没往	c=1 d=2.44011e-24 t=58
wo mei yong 	我没用	c=1 d=1.62611e-14 t=58
wo mei you 	我没有	c=13 d=1.06495e-05 t=58
wo mei you gua 	我没有瓜	c=1 d=4.78496e-35 t=58
wo mei zhong 	我没中	c=1 d=1.03506e-23 t=58
wo men 	我们	c=246 d=1.21772 t=58
wo men de 	我们的	c=2 d=3.41763e-17 t=58
wo men dui 	我们对	c=1 d=4.2874e-08 t=58
wo men gai 	我们改	c=1 d=0.133989 t=58
wo men gang fa xian 	我们刚发现	c=1 d=0.00382958 t=58
wo men hui 	我们会	c=1 d=3.36148e-28 t=58
wo men jiu 	我们就	c=1 d=2.24401e-09 t=58
wo men jiu shi 	我们就是	c=1 d=3.66855e-27 t=58
wo men ke yi 	我们可以	c=1 d=0.0031354 t=58
wo men ne 	我们呢	c=3 d=7.61797e-06 t=58
wo men qu 	我们去	c=2 d=9.04192e-22 t=58
wo men shi 	我们是	c=2 d=0.00123091 t=58
wo men shi bu shi 	我们是不是	c=1 d=0.280832 t=58
wo men shi hui 	我们是会	c=1 d=1.97522e-08 t=58
wo men xian 	我们先	c=2 d=1.0631e-14 t=58
wo men xu yao 	我们需要	c=1 d=8.86288e-22 t=58
wo men ye 	我们也	c=1 d=8.16869e-33 t=58
wo men yong lai 	我们用来	c=1 d=4.17999e-33 t=58
wo men you 	我们有	c=1 d=4.13136e-13 t=58
wo men zhe 	我们这	c=50 d=0.26054 t=58
wo men zhe bian 	我们这边	c=2 d=0.00191125 t=58
wo men zhe ci 	我们这次	c=1 d=1.52897e-54 t=58
wo men zhe de 	我们这的	c=1 d=2.26919e-52 t=58
wo men zhe ge 	我们这个	c=2 d=1.41439e-20 t=58
wo men zou 	我们走	c=4 d=2.45166e-13 t=58
wo ming tian 	我明天	c=4 d=0.000101546 t=58
wo mo ren 	我默认	c=2 d=2.00228e-21 t=58
wo mo yi xia 	我摸一下	c=1 d=8.02629e-32 t=58
wo mu you 	我木有	c=1 d=4.3417e-09 t=58
wo na 	我拿	c=1 d=6.66275e-18 t=58
wo na bu shi 	我那不是	c=1 d=1.65012e-10 t=58
wo na dao 	我拿到	c=1 d=1.09076e-22 t=58
wo na ge 	我那个	c=5 d=0.0043831 t=58
wo na li 	我哪里	c=1 d=1.43158e-15 t=58
wo na shi 	我那时	c=1 d=8.66053e-15 t=58
wo ne 	我呢	c=1 d=1.26117e-24 t=58
wo nei cun 	我内存	c=1 d=6.46473e-16 t=58
wo nen 	我嫩	c=1 d=0.0428521 t=58
wo neng 	我能	c=5 d=0.254107 t=58
wo pa 	我怕	c=2 d=2.07219e-14 t=58
wo pa bu shi 	我怕不是	c=2 d=1.16523e-12 t=58
wo pan duan 	我判断	c=1 d=1.26555e-06 t=58
wo pao 	我跑	c=1 d=3.39007e-10 t=58
wo pei 	我呸	c=1 d=4.08955e-11 t=58
wo pei le 	我配了	c=1 d=6.72856e-16 t=58
wo pei yi xia 	我配一下	c=1 d=3.44717e-30 t=58
wo ping gu 	我评估	c=1 d=2.2386e-10 t=58
wo ping zi 	我瓶子	c=3 d=2.49848e-08 t=58
wo ping zi jie 	我瓶子接	c=3 d=2.69912e-05 t=58
wo qi guai 	我奇怪	c=1 d=1.6371e-05 t=58
wo qi shi 	我其实	c=5 d=3.3471e-07 t=58
wo qiang le 	我抢了	c=1 d=1.59007e-15 t=58
wo qiang xing 	我强行	c=1 d=9.69392e-47 t=58
wo qie 	我切	c=1 d=9.32999e-38 t=58
wo qing ni 	我请你	c=1 d=7.12134e-07 t=58
wo qing qiu 	我请求	c=1 d=5.12406e-17 t=58
wo qing xiang 	我倾向	c=1 d=8.4292e-20 t=58
wo qu 	我去	c=15 d=0.0471227 t=58
wo qu diao le 	我去掉了	c=1 d=3.48952e-56 t=58
wo qu le 	我去了	c=2 d=6.60748e-34 t=58
wo qu nian 	我去年	c=1 d=3.5306e-76 t=58
wo quan cheng 	我全程	c=1 d=1.44621e-17 t=58
wo quan dou 	我全都	c=1 d=8.07778e-19 t=58
wo que ding 	我确定	c=1 d=4.67254e-20 t=58
wo que ren 	我确认	c=2 d=1.3594e-24 t=58
wo rang 	我让	c=7 d=0.010889 t=58
wo rang ta 	我让她	c=1 d=1.02354e-09 t=58
wo ren 	我人	c=0 d=3.90682e-33 t=58
wo ren dou 	我人都	c=1 d=6.24769e-26 t=58
wo ren dou mei dao 	我人都每到	c=1 d=3.9264e-32 t=58
wo ren wei 	我认为	c=1 d=6.31008e-84 t=58
wo ri zhi 	我日志	c=1 d=5.1117e-18 t=58
wo ru guo 	我如果	c=1 d=5.85869e-05 t=58
wo ru guo yao 	我如果要	c=1 d=1.86235e-51 t=58
wo ru he 	我如何	c=5 d=0.0334964 t=58
wo ru zhi 	我入职	c=1 d=1.39647e-17 t=58
wo sha shi hou 	我啥时候	c=1 d=2.10194e-63 t=58
wo shan chu 	我删除	c=1 d=0.111359 t=58
wo shan le 	我删了	c=1 d=0.202909 t=58
wo shang ban 	我上班	c=1 d=1.4467e-21 t=58
wo shang ban nian 	我上半年	c=2 d=1.94946e-06 t=58
wo shang ci 	我上次	c=1 d=1.50313e-30 t=58
wo shang dao 	我商道	c=1 d=0.000110003 t=58
wo shang de 	我上的	c=1 d=0.000812821 t=58
wo shang le 	我上了	c=1 d=7.27634e-25 t=58
wo shang mian 	我上面	c=1 d=0.0057994 t=58
wo shang yi ge 	我上一个	c=1 d=8.02083e-24 t=58
wo shang zhou 	我上周	c=4 d=1.72133e-07 t=58
wo shao wei 	我稍微	c=1 d=2.4748e-43 t=58
wo she zhi 	我设置	c=2 d=6.56818e-26 t=58
wo shen bao 	我申报	c=1 d=3.28698e-29 t=58
wo shen zhi 	我甚至	c=8 d=0.0739031 t=58
wo sheng cheng 	我生成	c=1 d=3.1881e-52 t=58
wo shi 	我是	c=30 d=0.436049 t=58
wo shi 	我试	c=0 d=5.40917e-08 t=58
wo shi ba 	我是吧	c=1 d=5.25377e-17 t=58
wo shi bu hui 	我是不会	c=1 d=4.40043e-20 t=58
wo shi bu shi 	我是不是	c=9 d=0.856415 t=58
wo shi chang 	我时常	c=1 d=0.362402 t=58
wo shi guo 	我试过	c=1 d=2.0165e-16 t=58
wo shi kan 	我是看	c=2 d=0.00138093 t=58
wo shi le 	我试了	c=2 d=5.43628e-07 t=58
wo shi rang ni 	我是让你	c=1 d=4.69756e-24 t=58
wo shi shi 	我试试	c=2 d=0.00740944 t=58
wo shi shui 	我是谁	c=1 d=3.58285e-43 t=58
wo shi shuo 	我是说	c=5 d=8.46281e-08 t=58
wo shi wen 	我是问	c=1 d=9.12348e-10 t=58
wo shi xiang zhe 	我是想着	c=1 d=2.41542e-22 t=58
wo shi yao 	我是要	c=1 d=3.35109e-21 t=58
wo shi yi ge 	我是一个	c=1 d=4.2969e-34 t=58
wo shi you 	我室友	c=7 d=1.907e-06 t=58
wo shi zhen de 	我是真的	c=1 d=0.00713613 t=58
wo shi zhen de fu qi 	我是真的服气	c=2 d=0.071719 t=58
wo shi zhen de fu qi le 	我是真的福气了	c=1 d=4.5077e-68 t=58
wo shi zhen de tu le 	我是真的图勒	c=1 d=4.24519e-68 t=58
wo shou shang 	我手上	c=2 d=3.69523e-24 t=58
wo shu ju 	我数据	c=2 d=1.20859e-23 t=58
wo shu ru 	我输入	c=1 d=0.955997 t=58
wo shu shi 	我属实	c=1 d=4.3928e-29 t=58
wo shua bu dao 	我刷不到	c=1 d=8.36266e-15 t=58
wo shua guo 	我刷过	c=2 d=0.946485 t=58
wo shua shu ju 	我刷数据	c=1 d=4.24546e-10 t=58
wo shuai 	我帅	c=2 d=4.69845e-31 t=58
wo shuai bu shuai 	我帅不帅	c=1 d=1.55292e-31 t=58
wo shuai ma 	我帅吗	c=3 d=3.22398e-30 t=58
wo shun bian 	我顺便	c=2 d=0.0464212 t=58
wo shuo 	我说	c=6 d=0.271173 t=58
wo shuo de 	我说的	c=4 d=5.66103e-14 t=58
wo shuo de a 	我说的啊	c=1 d=5.68941e-13 t=58
wo shuo de shi 	我说的是	c=4 d=0.00256704 t=58
wo shuo le 	我说了	c=2 d=0.00143728 t=58
wo shuo ne 	我说呢	c=2 d=2.41542e-22 t=58
wo suan de 	我算得	c=1 d=3.63836e-18 t=58
wo tao yi 	我逃逸	c=1 d=1.67102e-11 t=58
wo ti 	我提	c=1 d=4.03965e-43 t=58
wo ti ge 	我提个	c=1 d=2.37049e-07 t=58
wo ti gong 	我提供	c=1 d=3.4919e-64 t=58
wo ti wen 	我提问	c=2 d=4.60939e-07 t=58
wo tiao jie 	我调节	c=1 d=3.01441e-40 t=58
wo tiao yi xia 	我调一下	c=1 d=1.05687e-33 t=58
wo ting 	我听	c=0 d=2.22585e-32 t=58
wo ting dao le 	我听到了	c=1 d=2.237e-31 t=58
wo tong bu 	我同步	c=2 d=6.59196e-10 t=58
wo tong bu yi xia 	我同步一下	c=1 d=0.00031751 t=58
wo tong guo 	我通过	c=2 d=0.0235194 t=58
wo tong ji de 	我统计的	c=1 d=8.24797e-29 t=58
wo tong shi 	我同时	c=1 d=1.02281e-30 t=58
wo tu 	沃土	c=0 d=2.72848e-45 t=58
wo tu le 	沃土了	c=2 d=1.17835e-19 t=58
wo tui jian 	我推荐	c=1 d=2.75834e-25 t=58
wo wai ceng 	我外层	c=1 d=0.00236968 t=58
wo wai mai 	我外卖	c=1 d=2.79327e-26 t=58
wo wan shang 	我晚上	c=1 d=8.35981e-11 t=58
wo wan ti 	我完题	c=1 d=0.000319102 t=58
wo wang le 	我忘了	c=2 d=0.384812 t=58
wo wei sha 	我为啥	c=2 d=0.00647375 t=58
wo wen 	我问	c=0 d=0.0366045 t=58
wo wen dang 	我文档	c=1 d=0.000228266 t=58
wo wen de 	我文德	c=1 d=3.22748e-20 t=58
wo wen de 	我问的	c=1 d=4.89426e-36 t=58
wo wen de shi 	我问的事	c=2 d=0.00269866 t=58
wo wen le 	我问了	c=2 d=0.760466 t=58
wo wen lin tun 	我纹鳞鲀	c=1 d=0.00551656 t=58
wo wen ni 	我问你	c=1 d=0.000733572 t=58
wo wen ni de 	我问你的	c=1 d=0.00737249 t=58
wo wen ta 	我问他	c=1 d=4.69021e-35 t=58
wo wen ta men 	我问他们	c=1 d=4.14205e-14 t=58
wo wen wen 	我问问	c=5 d=9.95351e-05 t=58
wo wen yi xia 	我问一下	c=1 d=6.61803e-27 t=58
wo wu di de 	我无敌的	c=1 d=4.85397e-27 t=58
wo wu fa 	我无法	c=1 d=5.22296e-36 t=58
wo wu li 	我物理	c=2 d=0.00743262 t=58
wo wu suo wei 	我无所谓	c=1 d=8.44239e-09 t=58
wo xi 	我系	c=0 d=1.35023e-63 t=58
wo xi bu xi 	我系不系	c=1 d=1.357e-62 t=58
wo xi huan 	我喜欢	c=0 d=2.16861e-49 t=58
wo xi huan de ren 	我喜欢的人	c=1 d=2.17948e-48 t=58
wo xi wang 	我希望	c=38 d=2.13165 t=58
wo xi wang de shi 	我希望的事	c=1 d=0.798516 t=58
wo xi wang ni 	我希望你	c=3 d=0.066205 t=58
wo xi wang shi 	我希望是	c=2 d=0.806541 t=58
wo xi wang yong 	我希望用	c=1 d=1.57859e-18 t=58
wo xi wang zai 	我希望在	c=2 d=0.0186856 t=58
wo xia le 	我下了	c=1 d=1.35381e-05 t=58
wo xia qu 	我下去	c=1 d=7.55374e-24 t=58
wo xia wu 	我下午	c=2 d=0.0160027 t=58
wo xia zai 	我下载	c=1 d=5.09293e-06 t=58
wo xia zai le 	我下载了	c=1 d=5.20964e-06 t=58
wo xia zhou 	我下周	c=2 d=3.22094e-17 t=58
wo xia zhou yi 	我下周一	c=1 d=1.39334e-20 t=58
wo xian 	我先	c=41 d=0.562705 t=58
wo xian ba 	我先吧	c=1 d=7.89067e-08 t=58
wo xian chou 	我先瞅	c=1 d=1.04927e-07 t=58
wo xian chu qu 	我先出去	c=1 d=1.83693e-07 t=58
wo xian gai 	我先改	c=1 d=2.7515e-84 t=58
wo xian hou 	我先后	c=2 d=7.9532e-05 t=58
wo xian qu 	我先去	c=2 d=4.8273e-21 t=58
wo xian qu zhao 	我先去找	c=1 d=2.38108e-30 t=58
wo xian zai 	我现在	c=37 d=0.360595 t=58
wo xian zai shi 	我现在是	c=1 d=0.826959 t=58
wo xian zai yao 	我现在要	c=1 d=1.35124e-12 t=58
wo xiang 	我想	c=35 d=0.0286844 t=58
wo xiang 	我相	c=1 d=2.00958e-05 t=58
wo xiang cong 	我想从	c=1 d=4.45237e-11 t=58
wo xiang dang yu 	我相当于	c=1 d=1.22602e-15 t=58
wo xiang qu 	我想去	c=1 d=9.61249e-36 t=58
wo xiang shi 	我像是	c=2 d=8.21549e-12 t=58
wo xiang wang 	我象王	c=1 d=0.102797 t=58
wo xiang xin 	我相信	c=3 d=1.88375e-09 t=58
wo xiang yao 	我想要	c=7 d=0.0855614 t=58
wo xiang yao ba 	我想要吧	c=1 d=3.75631e-11 t=58
wo xiang yao de 	我想要的	c=1 d=1.30184e-15 t=58
wo xiang yao de shi 	我想要的是	c=1 d=4.8901e-26 t=58
wo xiang yong 	我想用	c=2 d=1.6904e-29 t=58
wo xiang zai 	我想在	c=2 d=8.79037e-06 t=58
wo xiang zhi dao 	我想知道	c=1 d=5.59404e-20 t=58
wo xiao fei 	我消费	c=1 d=4.77683e-15 t=58
wo xie 	我写	c=3 d=0.136014 t=58
wo xie de 	我写的	c=4 d=0.479505 t=58
wo xie de ba 	我写的吧	c=1 d=4.33713e-26 t=58
wo xie de ma 	我写的吗	c=1 d=7.80235e-52 t=58
wo xie ge 	我写个	c=1 d=1.41122e-23 t=58
wo xie le 	我写了	c=1 d=0.00235786 t=58
wo xie wan le 	我写完了	c=1 d=1.72725e-18 t=58
wo xin 	我信	c=1 d=1.07507e-28 t=58
wo xin 	我心	c=0 d=0.000763509 t=58
wo xin ni ge gui 	我信你个鬼	c=1 d=1.45544e-33 t=58
wo xin ni ge gui 	我心你个鬼	c=1 d=0.00767337 t=58
wo xin tai 	我心态	c=1 d=2.84903e-82 t=58
wo xing xu 	我兴许	c=1 d=0.339596 t=58
wo xu yao 	我需要	c=31 d=0.0830076 t=58
wo xu yao de shi 	我需要的是	c=1 d=5.26917e-22 t=58
wo xuan 	斡旋	c=1 d=2.40631e-07 t=58
wo xuan le 	我选了	c=1 d=2.69958e-07 t=58
wo xuan ze 	我选择	c=3 d=9.23745e-09 t=58
wo ya gen 	我压根	c=4 d=1.73129e-07 t=58
wo yan jing 	我眼睛	c=1 d=1.74372e-12 t=58
wo yan ling 	我燕玲	c=20 d=9.6127e-05 t=58
wo yang ming 	我洋名	c=23 d=0.0120946 t=58
wo yao 	我要	c=34 d=0.01649 t=58
wo yao an zhuang 	我要安装	c=1 d=3.22528e-12 t=58
wo yao ba 	我要把	c=2 d=4.1938e-13 t=58
wo yao cong 	我要从	c=1 d=1.16885e-12 t=58
wo yao de 	我要的	c=1 d=1.34748e-38 t=58
wo yao de shi 	我要的事	c=1 d=6.36415e-08 t=58
wo yao kai 	我要开	c=1 d=6.30619e-18 t=58
wo yao ni 	我要你	c=4 d=0.440432 t=58
wo yao shang 	我要上	c=1 d=6.6169e-25 t=58
wo yao she ji 	我要设计	c=1 d=2.90223e-35 t=58
wo yao xie 	我要写	c=1 d=2.05723e-16 t=58
wo yao yong 	我要用	c=2 d=2.40624e-36 t=58
wo yao zai 	我要在	c=1 d=1.63821e-13 t=58
wo yao zai shang 	我要在上	c=1 d=6.54618e-75 t=58
wo ye 	我也	c=78 d=0.618783 t=58
wo ye bu 	我也不	c=0 d=7.25631e-23 t=58
wo ye bu hui 	我也不会	c=2 d=0.000300519 t=58
wo ye bu que ding 	我也不确定	c=1 d=1.5216e-56 t=58
wo ye bu ren shi 	我也不认识	c=1 d=6.63742e-32 t=58
wo ye bu shi 	我也不是	c=5 d=0.0107807 t=58
wo ye bu wan 	我也不完	c=1 d=7.29269e-22 t=58
wo ye dian 	我也点	c=1 d=9.0607e-17 t=58
wo ye dian le 	我也点了	c=1 d=1.94344e-23 t=58
wo ye gu er 	我也古儿	c=19 d=0.000219667 t=58
wo ye hui 	我也会	c=1 d=7.97243e-41 t=58
wo ye jiu 	我也就	c=3 d=0.116484 t=58
wo ye jue de 	我也觉得	c=1 d=9.45971e-24 t=58
wo ye kai shi 	我也开始	c=1 d=5.04262e-05 t=58
wo ye kan bu dong 	我也看不懂	c=2 d=5.77638e-15 t=58
wo ye ke yi 	我也可以	c=4 d=6.75654e-06 t=58
wo ye lai 	我也来	c=0 d=7.9906e-10 t=58
wo ye mei 	我也没	c=1 d=0.00739031 t=58
wo ye mei gai 	我也没改	c=1 d=1.46075e-17 t=58
wo ye mei kan 	我也没看	c=1 d=8.25245e-06 t=58
wo ye mei qu 	我也没去	c=1 d=0.0742736 t=58
wo ye mei you 	我也没有	c=1 d=8.10532e-59 t=58
wo ye neng 	我也能	c=1 d=4.63723e-19 t=58
wo ye shi 	我也是	c=8 d=8.25118e-18 t=58
wo ye xiang 	我也想	c=2 d=4.33491e-20 t=58
wo ye yao 	我也要	c=2 d=2.0901e-26 t=58
wo ye zai 	我也在	c=1 d=5.5815e-23 t=58
wo yi ban 	我一版	c=4 d=1.4962e-05 t=58
wo yi ding 	我一定	c=1 d=5.43999e-15 t=58
wo yi ge 	我一个	c=1 d=6.61915e-29 t=58
wo yi ge ren 	我一个人	c=2 d=6.9818e-34 t=58
wo yi jing 	我已经	c=27 d=0.369723 t=58
wo yi kai shi 	我一开始	c=3 d=0.0119742 t=58
wo yi qi 	我一起	c=1 d=3.85652e-56 t=58
wo yi si 	我意思	c=13 d=3.32238e-08 t=58
wo yi tian 	我一天	c=1 d=1.93974e-30 t=58
wo yi wei 	我以为	c=2 d=4.93504e-16 t=58
wo yi xia 	我一下	c=3 d=0.000665481 t=58
wo yi xie 	我一些	c=1 d=2.7574e-21 t=58
wo yi zhi 	我一直	c=5 d=8.67852e-10 t=58
wo ying ai 	我萤爱	c=1 d=1.77925e-14 t=58
wo ying gai 	我应该	c=11 d=0.324652 t=58
wo ying gai shi 	我应该是	c=1 d=1.40758e-22 t=58
wo yong 	我用	c=8 d=0.0273898 t=58
wo yong de 	我用的	c=1 d=0.275271 t=58
wo yong de shi 	我用的是	c=1 d=2.36437e-06 t=58
wo yong lai 	我用来	c=1 d=1.32972e-29 t=58
wo yong zhe 	我用着	c=1 d=1.14926e-19 t=58
wo you 	我又	c=6 d=0.0543351 t=58
wo you 	我有	c=15 d=0.664187 t=58
wo you de 	我有的	c=1 d=0.207008 t=58
wo you dian 	我有点	c=1 d=1.57778e-12 t=58
wo you ge 	我有个	c=2 d=0.000678925 t=58
wo you lai 	我又来	c=1 d=5.72474e-27 t=58
wo you lai le 	我又来了	c=1 d=1.58074e-34 t=58
wo you mei you 	我有没有	c=1 d=9.01858e-21 t=58
wo you qi 	我有气	c=1 d=2.9653e-82 t=58
wo you sha 	我有啥	c=1 d=7.07354e-16 t=58
wo you wen ti 	我有问题	c=1 d=2.45276e-26 t=58
wo you yi ge 	我有一个	c=1 d=2.46849e-13 t=58
wo you zai 	我又在	c=1 d=0.546074 t=58
wo you zhong 	我有种	c=1 d=4.64671e-43 t=58
wo yu ben 	我余楍	c=1 d=7.91648e-17 t=58
wo yu dao 	我遇到	c=1 d=2.74309e-48 t=58
wo yu ge 	我雨哥	c=983 d=2.03312 t=58
wo yu ge shuo 	我雨哥说	c=1 d=1.60577e-13 t=58
wo yu ge zhe 	我雨哥这	c=1 d=1.32651e-30 t=58
wo yue gao 	我越高	c=2 d=1.84645e-09 t=58
wo za 	我咋	c=14 d=0.532592 t=58
wo za mu you 	我咋木有	c=1 d=3.95777e-08 t=58
wo zai 	我再	c=7 d=0.543351 t=58
wo zai 	我在	c=29 d=0.644036 t=58
wo zai guan cha 	我在观察	c=1 d=0.970446 t=58
wo zai zhe li 	我在这里	c=1 d=3.69397e-20 t=58
wo zao 	我早	c=1 d=1.64441e-28 t=58
wo zao shang 	我早上	c=2 d=4.39519e-06 t=58
wo ze 	我则	c=1 d=1.28289e-19 t=58
wo zhao 	我找	c=1 d=2.85707e-27 t=58
wo zhao dao le 	我找到了	c=1 d=7.38128e-17 t=58
wo zhao ji ge ren 	我找几个人	c=1 d=5.23291e-29 t=58
wo zhe 	我这	c=85 d=0.594521 t=58
wo zhe bian 	我这边	c=25 d=0.955997 t=58
wo zhe bian de 	我这边的	c=1 d=0.0792617 t=58
wo zhe bian kan 	我这边看	c=1 d=9.44463e-64 t=58
wo zhe bian kan na 	我这边看那	c=1 d=5.66489e-21 t=58
wo zhe bing fa 	我这并发	c=1 d=2.55286e-26 t=58
wo zhe bu shi 	我这不是	c=2 d=2.81654e-06 t=58
wo zhe ci 	我这次	c=3 d=0.0464212 t=58
wo zhe ge 	我这个	c=16 d=1.03557 t=58
wo zhe ge shi 	我这个是	c=1 d=0.00582847 t=58
wo zhe hai you ge 	我这还有个	c=1 d=3.6743e-16 t=58
wo zhe ji ge 	我这几个	c=1 d=1.06636e-50 t=58
wo zhe jiu shi 	我这就是	c=1 d=1.93039e-32 t=58
wo zhe ke shi 	我这可视	c=1 d=1.62108e-07 t=58
wo zhe li 	我这里	c=7 d=0.000876127 t=58
wo zhe mei 	我这没	c=1 d=0.118245 t=58
wo zhe mei you 	我这没有	c=1 d=7.78776e-30 t=58
wo zhe neng 	我这能	c=1 d=7.47961e-55 t=58
wo zhe qi shi 	我这其实	c=1 d=2.1165e-56 t=58
wo zhe shi 	我这是	c=8 d=3.53635e-07 t=58
wo zhe shu yu 	我这属于	c=1 d=7.01651e-09 t=58
wo zhe ye 	我这也	c=2 d=5.81937e-14 t=58
wo zhe you 	我这有	c=1 d=0.00280879 t=58
wo zhe zai 	我这在	c=1 d=3.13519e-61 t=58
wo zhe zhong 	我这种	c=1 d=1.40323e-15 t=58
wo zhen de 	我真的	c=0 d=0.0946485 t=58
wo zhen de fu le 	我真的服了	c=1 d=0.951229 t=58
wo zhen de shi bu dong a 	我真的是不动啊	c=1 d=0.0753961 t=58
wo zhen de shi bu dong a 	我真的是不懂啊	c=1 d=0.075774 t=58
wo zhen de shi fu le 	我真的是服了	c=1 d=0.0724398 t=58
wo zhen dui 	我针对	c=1 d=4.01391e-56 t=58
wo zheng qu 	我争取	c=1 d=5.43408e-61 t=58
wo zheng yao 	我正要	c=1 d=1.27519e-07 t=58
wo zheng zai 	我正在	c=3 d=0.0639279 t=58
wo zhi 	我只	c=2 d=0.000459671 t=58
wo zhi 	我执	c=1 d=1.26861e-06 t=58
wo zhi ban 	我值班	c=1 d=1.18547e-31 t=58
wo zhi da ao 	我只大奥	c=1 d=3.22913e-26 t=58
wo zhi dao 	我知道	c=11 d=0.000649051 t=58
wo zhi dao de 	我知道的	c=1 d=5.14432e-34 t=58
wo zhi dao le 	我知道了	c=2 d=1.23112e-05 t=58
wo zhi de shi 	我指的是	c=1 d=5.67067e-33 t=58
wo zhi ji 	我知己	c=1 d=2.38854e-08 t=58
wo zhi jie 	我直接	c=27 d=0.625002 t=58
wo zhi neng shuo 	我只能说	c=3 d=1.03945e-13 t=58
wo zhi qian 	我之前	c=17 d=0.0216331 t=58
wo zhi qian yi jing 	我之前已经	c=1 d=0.00308872 t=58
wo zhi shi 	我只是	c=11 d=0.00524752 t=58
wo zhi xiang 	我只想	c=2 d=0.00276698 t=58
wo zhi xing 	我执行	c=1 d=5.95128e-13 t=58
wo zhi xu yao 	我只需要	c=1 d=6.51174e-13 t=58
wo zhi xu yao 	我执需要	c=4 d=1.27497e-05 t=58
wo zhi yao 	我只要	c=1 d=5.9053e-10 t=58
wo zhi you 	我只有	c=2 d=2.29722e-20 t=58
wo zhong 	我中	c=1 d=4.34096e-07 t=58
wo zhong le 	我中了	c=1 d=1.14236e-07 t=58
wo zhong wu 	我中午	c=2 d=3.75439e-05 t=58
wo zhou mo 	我周末	c=1 d=1.05615e-25 t=58
wo zhu yao 	我主要	c=4 d=0.0350844 t=58
wo zhua 	我抓	c=2 d=6.14954e-15 t=58
wo zhua yi ge 	我抓一个	c=1 d=0.0023344 t=58
wo zi ji 	我自己	c=6 d=0.429557 t=58
wo zi shen 	我自身	c=1 d=0.242926 t=58
wo zong bu neng 	我总不能	c=1 d=3.37305e-39 t=58
wo zou 	我走	c=0 d=1.4542e-24 t=58
wo zou dao le 	我走到了	c=1 d=0.000178665 t=58
wo zou lu 	我走路	c=1 d=1.46149e-23 t=58
wo zui duo 	我最多	c=1 d=2.96186e-39 t=58
wo zui hou 	我最后	c=1 d=2.34722e-38 t=58
wo zui jin 	我最近	c=1 d=3.98642e-34 t=58
wo zui kai shi 	我最开始	c=10 d=5.1255e-20 t=58
wo zuo 	我做	c=2 d=3.6365e-13 t=58
wo zuo le 	我做了	c=1 d=1.75157e-06 t=58
wo zuo tian 	我昨天	c=11 d=0.00551656 t=58
wo zuo wan 	我昨晚	c=1 d=3.73237e-24 t=58
wo zuo wei 	我作为	c=1 d=1.22498e-05 t=58
wo zuo yi 	我作义	c=1 d=2.24784e-29 t=58
wo zuo yi 	我作意	c=1 d=1.49615e-34 t=58
wo zuo zuo 	我做做	c=1 d=2.52265e-33 t=58
wu 	乌	c=1 d=1.07353e-70 t=58
wu 	五	c=28 d=0.0843665 t=58
wu 	吴	c=3 d=0.00296761 t=58
wu 	无	c=78 d=0.565525 t=58
wu bai 	伍佰	c=1 d=2.03566e-39 t=58
wu bao 	误报	c=2 d=5.88133e-11 t=58
wu bi 	务必	c=1 d=6.70548e-05 t=58
wu can 	午餐	c=1 d=1.55429e-12 t=58
wu cha 	误查	c=1 d=1.11124e-35 t=58
wu chang 	无常	c=0 d=2.89326e-29 t=58
wu dao 	舞刀	c=3 d=3.44013e-06 t=58
wu dao 	误导	c=1 d=4.17146e-09 t=58
wu dao xing 	误导性	c=1 d=1.69069e-31 t=58
wu di 	无敌	c=23 d=0.65377 t=58
wu di le 	无敌了	c=7 d=7.8812e-07 t=58
wu dian 	五点	c=2 d=0.000284437 t=58
wu fa 	无法	c=44 d=0.588605 t=58
wu fa bei 	无法被	c=1 d=1.08266e-52 t=58
wu fa shi yong 	无法使用	c=1 d=2.00958e-05 t=58
wu fa wu tian 	无发无天	c=1 d=5.74268e-05 t=58
wu fa zhi jie 	无法直接	c=1 d=1.45296e-13 t=58
wu fa zi ba 	无法自拔	c=1 d=4.95641e-08 t=58
wu fan 	午饭	c=1 d=4.34022e-06 t=58
wu fei 	五费	c=1 d=1.12934e-78 t=58
wu fei 	无非	c=1 d=4.39594e-08 t=58
wu feng 	无缝	c=1 d=0.00027603 t=58
